@relation TEXTvsAUTHOR

@attribute title string
@attribute Class {"daniel buarque", "josias souza", "leonardo sakamoto", "carlos melo"}
@attribute date string
@attribute content string

@data
'tecnicamente pt virou organizacao criminosa','josias souza','19/05/2018','a prisao jose dirceu pede avaliacao tecnica politica tecnicamente volta ex chefao casa civil xadrez consolida quadro penal faz pt organizacao criminosa petistas devotos gostam diga opiniao reporter provocacao inimigos legenda E diz lei paragrafo 1o primeiro artigo lei 12 850 2013 anota seguinte considera organizacao criminosa associacao quatro pessoas estruturalmente ordenada caracterizada divisao tarefas informalmente objetivo obter direta indiretamente vantagem qualquer natureza mediante pratica infracoes penais cujas penas maximas superiores quatro anos alem dirceu estao cana lula antonio palocci ex tesoureiro petista joao vaccari todos colecionam condenacoes individualmente ultrapassam quatro anos cadeia discutir considerando letra fria lei trata organizacao criminosa pt so outras organizacoes partidarias bandidas estao sendo desmascadas detalhe injeta ironia conjutura lei 12 850 traz definicao organizacao criminosa sancionada dilma rousseff'
'retirar carros assessores ameaca subsistencia lula sustenta defesa','josias souza','18/05/2018','a defesa lula recorreu tribunal regional federal 3a regiao trf 3 contra decisao juiz federal haroldo nader campinas suspendeu beneficios recebe ex presidente dois carros oficiais motoristas quatro segurancas dois assessores peticao advogados sustentam retirada benesses ameaca ate subsistencia lula preso desde 7 abril curitiba eis anotaram advogados lula peticao manutencao dessa decisao coloca risco dignidade propria subsistencia ora agravante lula ficara privado dificil momento vida privado liberdade decisao injusta arbitraria receber auxilio pessoas convivem longa data conhecem necessidades pessoais decisao cancelou beneficios lula juiz nader argumentou preso sob custodia permanente estado ex presidente sob protecao policia federal algo torna seguro liberdade sob protecao segurancas magistrado considerou tambem absolutamente desnecessaria disponibilidade dois veiculos motoristas direito locomocao restrito predio publico pf curitiba resto juiz escreveu despacho justificativa razoavel manter assessores gerais detido apartado afazeres normais atividade politica profissional ate social atribuiu liminar ordenou suspensao benesses necessidade interromper atos lesivos patrimonio publico recurso defesa lula alega preso ex presidente necessita auxilio assessores lei assegura assessores precisam veiculos cumprir tal funcao afinal fazem assessores segundo advogados lula necessita medicamentos roupas outros itens necessarios dignidade subsistencia nessa versao auxiliares bancados verbas contribuinte imprescindiveis presidiario ilustre lava jato possa receber ter acesso itens empenhada justificar manutencao beneficios usufruidos lula defesa acrescenta tais assessores pagam contas preso cuidam manutencao acerco ex presidsente republica acervo qualquer pois integra patrimonio cultural brasileiro anotaram advogados peticao recurso nenhum detalhamento sobre divisao tarefas oito assessores cedidos lula le peca fica saber dois motoristas respectivos carros oficiais deslocados curitiba mencao numero vezes cada acionado diariamente suprir suposta demanda lula medicamentos roupas outros itens peticao tampouco esclarece familiares lula visitam semanalmente levam roupas remedios necessita sabe carga horaria assessores supostamente cuidam acervo ex presidente vestigio explicacao sobre atividades quatro guarda costas desde 7 abril lula entregou policia federal defensores lula limitam argumentar legislacao rege provimento beneficios preve cancelamento caso prisao portanto juiz poderia ter deferido pedido liminar feito acao popular advogados bolsa ex presidente vigora beneficiario atras grades legislacao estabeleceu liberdade ex presidentes republica condicao exercicio direitos assegurados neste sentido vale destacar liberdade detido agravante lula sempre ex presidente republica unico requisito possa exercer direitos previstos lei 7 474 86 decreto 6 381 08 anotaram advogados'
'prisao jose dirceu ganhou ar normalidade','josias souza','18/05/2018','a jose dirceu milimetro tedio sabia desde vespera condenado entregaria tarde desta sexta feira ate 17h apenas reporteres fizeram plantao defronte predio onde dirceu arrastava tornozeleira eletronica brasilia nada militantes petistas sinal opositores reinava ambiente doce normalidade cerca 20 devotos petistas superintendencia policia federal condenado preferiu entregar penitenciaria brasiliense papuda sonegando plateia companheira habitual cenografia perseguido protagonista dois maiores escandalos corrupcao historia republicana dirceu coleciona ora tres condenacoes mensalao duas petrolao encarceramento seguiu condenacao julgamento supremo 2013 havia revolta militancia dirceu aticou erguendo braco esquerdo punho cerrado sinal resistencia ano passado apos obter habeas corpus segunda turma supremo dirceu trocou prisao preventiva parana tornozeleira eletronica brasilia descobriu chegada libertado suprema corte sinonimo livre hostilizado multidao cerca 50 pessoas parte manifestantes invadiu garagem predio dirceu destacamento 15 pms acionado conter animos atmosfera nesta sexta feira bem diferente nenhum acontecimento feriu rotina fez vida escapar controle ouviram gritos solidariedade dirceu guerreiro povo brasileiro tampouco soou coro contrariedade dirceu ladrao lugar prisao sentenciado trf 4 tribunal segunda instancia condenado apenas cumpriu ordem judicial tanta normalidade acaba retorica petista perseguicao politica'
'temer precisamos unico nome centro','josias souza','18/05/2018','penso todos candidatos abrir mao firmar pacto torno so candidato disse michel temer defesa unificacao forcas politicas ditas centro candidato patrocinado bloco partidos pode inclusive nome novo diferente apresentam pre candidatos entrevista jornal temer repetiu meditando sobre hipotetica candidatura reeleicao reconheceu obviedade realcada pesquisas reune forca eleitoral ora jair bolsonaro seguido marina silva ciro gomes significa precisamos ter unico candidato centro emendou temer parece convencido numero candidatos vai cair acho afunilamento dara fim junho comeco julho hoje todos candidatos percebem grande vacuo entao todos querem acham podem chegar la visao temer ideal disputa esquematicamente dividida tres campos politicos extremamente util tivessemos candidato extrema esquerda extrema direita centro eleitor vai escolher face projetos agora chamado centro oito nove candidatos ninguem vai chegar la'
'dirceu atual faz dirceu 1968 alegoria','josias souza','18/05/2018','em outubro 1968 preso forcas ditadura jose dirceu tenros 22 anos mito estudantil projeto estatua bronze decorridas cinco decadas dirceu agora 72 anos retorna gaiola plena democracia especie pardal si desenvoltura dialetica ex mito suja testa bronze estatua conseguiu dirceu revelou idealista chegado chave cofre queria reformar sitio vinhedo brasil toda vontade sacrificar causa todo desejo servir classe trabalhadora tudo impulsionado dinheiro dirceu abandonou ideologia cair vida aviltou fins apropriar meio ate escandalo mensalao dirceu conseguiu manter aparencias punho esguerdo erguido preso recolhido papuda imaginando beneficiario atenuante ter agido proveito proprio petrolao restou demostrado evoluiu definitivamente socialismo resultados apropriacao pessoal condenacao recente dirceu confirmada trf 4 sergio moro escreveu perturbador relacao jose dirceu oliveira silva consiste fato praticou crime inclusive enquanto sendo processado julgado plenario supremo tribunal federal acao penal 470 mensalao havendo registro recebimento propina presente caso ate menos 23 07 2012 processo julgamento alta corte pais representou fator inibidor reiteracao criminosa embora outro esquema ilicito agiu portanto culpabilidade extremada primeira prisao dirceu 1968 ocorreu sitio ibiuna sp durante celebre congresso estudantil oito lideres levados forte itaipu santos beneficiados habeas corpus quatro sairam resto ficou xilindro dirceu libertados 7 setembro 1969 junto grupo politicos trocados embaixador americano charles elbrick projeto estatua voou cuba recebeu fidel castro pessoa abrigou casa 28 ninho treinamento guerrilha entrou brasil 1971 integrante molipo movimento libertacao popular voltou cuba ano fez plastica rosto medicos chineses 1975 retornou brasil vivendo clandestinamente cruzeiro oeste pr sob falsa identidade pele dono alfaiataria casou dona butique filho so emergiu anistia rosto reconstituido nova plastica cubana elegeu deputado estadual federal apossou maquina pt ajudou fazer lula presidente virou poderoso chefao casa civil chegou cofre hoje dirceu petrolao reincidente mensalao empurra dirceu ibiuna especie clandestinidade eterna corrupto vai preso neste maio 2018 faz mito estudantil detido 1968 alegoria dirceu deve puxar cana longa embaixador americano servir moeda troca tera rezar supremo volte atras jurisprudencia permitiu prisao condenados segunda instancia sair vera sitio vinhedo propriedade vai martelo junto outros imoveis coisa r 11 milhoes'
'psdb acha moro implacavel richa','josias souza','18/05/2018','o psdb precisa benzer definicao integrante cupula legenda tucanos chupam picole receio engasgar palito penultima urucubaca abateu sobre ninho processo corria contra ex governador paranaense beto richa stj transferido sergio moro avalia juiz lava jato implacavel richa E primeiro tucano cai sobre mesa impressao colegas encrencado moro aproveitara oportunidade demonstrar seletivo investigacoes contra richa desceram 13a vara federal curitiba porque perdeu foro especial stj abdicar governo paranaense disputar cadeira senado apura suspeita odebrecht transferiu r 2 5 milhoes departamento propina caixa eleitoral clandestina richa campanha 2014 fez troca favorecimento concorrencia duplicacao rodovia estadual empreiteira levou contrato obra saiu projeto richa nega malfeito esforca fugir moro recurso stj sustenta processo deve apreciado justica eleitoral ultimo tucano premiado truque geraldo alckmin cujo processo desceu stj tribunal regional eleitoral sao paulo refresco durou pouco pois ministerio publico estadual transformou repasse r 10 3 milhoes odebrecht alckmin inquerito sobre improbidade administrativa virada mare tambem comecou levar processos contra aecio neves aconchego supremo incognita primeira instancia minas gerais movimento empurra aecio urna 2018 noutra evidencia automatica blindagem vinha milagre agua eduardo azeredo virou vinho durante 15 anos bica virar vinagre ex presidente legenda protagonista chamado mensalao mineiro psdb passo cadeia'
'novo pacote anticorrupcao quer mudar sistematica indicacoes stf','josias souza','20/05/2018','durante campanha eleitoral 2018 candidatos senador deputado federal serao convidados apoiar ambicioso pacote medidas anticorrupcao elaborado sob coordenacao fundacao getulio vargas transparencia internacional divulgado formalmente junho conta simpatia lava jato inclui 80 propostas sugere ajustes sistematica escolha ministros supremo tribunal federal novo formato gilmar mendes dias toffoli alexandre moraes chegado suprema corte assegurar independencia magistrados supremo pacote sugere vedada indicacao quatro anos anteriores ocupado mandato eletivo federal cargo procurador geral republica advogado geral uniao ministro estado gilmar indicado fernando henrique cardoso sob polemica abril 2002 advogado geral uniao toffoli ocupava cargo lula indicou supremo tambem sob criticas setembro 2009 premiado indicacao fevereiro 2017 moraes ministro justica michel temer escolha ministros supremo continuaria sendo feita presidente processo selecao realizado sob luz sol partir abertura vaga corte inquilino planalto 15 dias divulgar lista cinco nomes cogitados cargo candidatos virados avesso debate publico duraria 30 dias so entao presidente submeteria nome predileto crivo senado continuaria dando palavra final podendo avalizar rejeitar escolha elaborado durante ano novo pacote traz digitais quase centena especialistas E versao melhorada turbinada dez medidas anticorrupcao formuladas 2016 ministerio publico federal enviadas congresso projeto iniciativa popular desfiguradas camara propostas viraram lixo agora deseja aproveitar temporada eleitoral obter candidatos legislativo compromisso debater aperfeicoar votar propostas 2019 ideia mobilizar sociedade estimulando eleitor dar voto apenas candidatos apoiarem pacote facam restricao outra proposicao entusiasta iniciativa procurador republica deltan dallagnol coordenador forca tarefa lava jato curitiba trombeteia novas propostas combate corrupcao palestras reunioes fechadas participou elaboracao escorando experiencias internacionais deltan diz paises conseguiram evoluir combate corrupcao miraram tres objetivos assegurar aplicacao principio segundo todos sao iguais perante lei promover reforma massiva capaz enfrentar deformacoes sistema converter encrenca materia escolar pacote inclui projeto altera lei diretrizes bases educacao sugere alunos ensino fundamental medio passem dispor disciplinas obrigatorias conteudo trate formacao etica voltada exercicio cidadania solidaria participacao gestao publica controle gastos publicos zelo coisa publica bem informacoes praticas educativas sobre causas impactos riscos prejuizos meios enfrentamento corrupcao novo pacote tambem propostas sobre polemicas infestam noticiario exemplo prisao condenados segunda instancia hoje escorada jurisprudencia prevalece supremo precaria maioria der 6 5 formalizada lei transito julgado decisao judicial condenatoria ocorrera apos julgamento recurso apelacao apos decurso prazo julgamento recursos ordinarios cabiveis ambito competencia tribunal segunda instancia certos projetos draconianos dificilmente serao digeridos congressistas proposta emenda constitucional autoriza prisao provisoria deputados senadores hoje parlamentares so podem presos ordem supremo pilhados flagrante assim prisao comunicada prazo 24 horas respectiva casa legislativa pode revogar ordem judicial encarceramento mudanca comunicacao camara senado obrigatoria legislativo apenas acompanharia execucao providencia poderes revoga la eis redacao sugerida pacote desde expedicao diploma prisao provisoria membros congresso nacional informada dentro vinte quatro horas casa respectiva remetida decisao auto prisao flagrante respectivo conhecimento devido acompanhamento visando observar preservacao direitos prerrogativas parlamentar atingidos constricao ficando vedada execucao prisao proprio recinto congressional novo pacote retoma proposta criminalizar caixa dois eleitoral impoe limites autofinanciamento campanhas politicas submete partidos politicos punicoes previstas lei sobre lavagem dinheiro reduz abrangencia foro privilegiado eleva penas corruptos proibe concessao indulto anistia condenados corrupcao estende exigencia ficha limpa todo servico publico obriga realizacao selecao publica preenchimento chamados cargos confianca condicionando nomeacoes comprovacao conhecimentos tecnicos capacidades habilidades especificas candidatos pressionando voce chega pagina traz rol propostas novo pacote anticorrupcao submetidas consulta publica encerrada 30 abril estao sujeitas ajustes redacao restringem setor publico tratam tambem criminalizacao corrupcao privada condicionam celebracao grandes contratos estado comprovacao integridade etica empresas sugerem cancelamento bonus desempenho executivos flagrados atos corrupcao'
'roseana sarney anuncia candidatura ma','josias souza','22/05/2018','quatro anos despedir politica cuidar saude dedicar familia roseana sarney anunciou disputara novamente governo maranhao filiada mdb absteve vincular projeto eleitoral correligionario michel temer preferiu evocar lula preso curitiba desde 7 abril discursar ato partidario realizado nesta segunda feira sao luis roseana declarou quero dizer palavra aqui respeito amigo companheiro lider hoje situacao gostaria lula presidente ajudou frente governo maranhao video disponivel mencao presidiario petista gratuita roseana tenta retornar governo maranhense quinta vez queda braco atual governador flavio dino pcdob ferrenho defensor tese lula vitima perseguicao 2014 elegeu dino disputar apoio lula sarney integram chapa roseana candidatos senado irmao zequinha sarney ministro meio ambiente gestao temer ate mes passado edison lobao fregues lava jato tenta reeleger pai roseana jose sarney tambem longe campanhas politicas quatro anos pega lancas volta rosana poder estadual oligarquia decidiu brigar sobrevivencia politica time completo pai filha filho mesmos velhos aliados'
'maus numeros envenenam candidatura meirelles','josias souza','22/05/2018','o mdb sai fininho fabula reeleicao michel temer oferece henrique meirelles dois meses firmar candidato viavel planalto primeiro desafio ex ministro fazenda explicar maus numeros produzidos triunfalismo economico governo esperanca meirelles chegar 2018 navegando aguas prosperidade bateu iceberg desemprego dois anos agenda governo temer girava torno meirelles sabia resultaria qualquer coisa menos popularidade equipe economica prometia austeridade reformas dizia contudo recompensa viria sucessao forma pujante crescimento economico hoje sobre mesa ruina fiscal desemprego previsao pib 2018 3 revisada baixo 2 5 rigor fiscal sumiu ano passado planalto comprar dinheiro emendas favores tributarios benesses ilimitadas apoio congelar camara duas denuncias criminais contra temer mexida previdencia mae reformas trocada outra prioridade temer cair crescimento insuficiente recuperar ruina dilma rousseff efervescencia dolar incomoda fez banco central interromper sequencia podas taxa juros apos duzia quedas sucessivas oscilacao preco internacional petroleo cujas altas sao repassadas quase tempo real bombas inferniza consumidor deixa governo zonzo nada compara desastre infelicita mercado trabalho alem sofrer radiacao amoralidade impopular temer meirelles entra campanha arrastando correntes estatisticas ibge revelam drama quatro camadas primeira visivel exibe 13 7 milhoes pessoas procura emprego segunda faixa 6 2 milhoes brasileiros vivendo bicos quebra galhos enquanto procuram colocacao melhor terceira camada legiao 4 6 milhoes criaturas tomadas desalento desistiram brigar contracheque ultima faixa 3 2 milhoes esforcados podem trabalhar maes onde deixar filhos exemplo quer dizer meirelles vai sorte votos peso 70 reprovacao temer sobre ombros correntes ibge amarradas tornozelo praca menos 27 7 milhoes eleitores desempregados subempregados desalentados desafortunados grandes estimulos votar alguem fala sobre futuro entregar presente prosperidade prometera dois anos'
'brasil reage crise venezuela metodo','josias souza','21/05/2018','a diplomacia brasileira caducou principal evidencia senilidade forma atabalhoada lida derretimento institucional venezuela sob lula dilma vigorou diplomacia empreiteiras levadas caracas dinheiro barato bndes deu calote sob temer itamaraty tucano dedica bicar publico regime bolivariano vai dando vexame pois briga gamba ganhe sai cheirando mal ah saudade diplomacia brasileira periodos opiniao brasil interessava ninguem mundo agora todos sabiam acontecesse pior tudo desse errado sobrava coerencia diplomacia brasileira caso venezuela mantem brasil algo 2 200 quilometros fronteiras antiga diplomacia brasileira ignoraria divergencia inevitavel deve exercida muita calma diante fraudes mantiveram nicolas maduro poder diplomacia brasileira diverge metodo grita notas oficiais timbre estados unidos base grito brasilia arrisca perder papel moderador washington grita esmo desde donald trump assumiu comando trump quer venezuela exploda sobram brasil estilhacos buraco orcamento bndes coberto dinheiro seguro desemprego exodo venezuelanos cruzam fronteira busca oportunidades inexistentes'
'E dificil distinguir bolsonaro apologistas','josias souza','21/05/2018','jair bolsonaro expos nacos pensamento encontro promovido associacao comercial rio janeiro certa altura instado comentar atuacao movimentos mst mtst presidenciavel psl disse integrantes devem tratados terroristas propriedade privada sagrada declarou bolsonaro tipificar terroristas acoes desses marginais invadiu E chumbo aparente litigio leis vigentes ex capitao defendeu ate uso lanca chamas contrapor invasores rurais urbanos havia plateia algo 300 empresarios pagaram r 180 r 220 ouvir candidato riram sobretudo instantes bolsonaro meio si mostrou dentro mal pessoas pagarem rir absurdos orador plebeia planalto pessoal passa distinguir'
'ciro encarnacao contra tudo ai','josias souza','21/05/2018','informacoes sobre sabatina ciro gomes'
'alckmin pode fingir cunhado existe','josias souza','21/05/2018','geraldo alckmin reage investigacoes assediam maneira peculiar acusacao manda dizer continua disposto prestar todos esclarecimentos necessarios autoridades competentes embora candidato presidencia republica parece considerar deve nada eleitorado menos explicacoes indicam presidenciavel tucano talvez perdido hora compreender potencial projeto escoa ladrao sondagem recente instituto mda taxa intencao votos alckmin caiu 8 6 5 3 alta so rejeicao subiu cinco pontos registra 55 9 sobre mesa delacoes executivos odebrecht somaram novas representantes ccr concessionarias rodovias resultou sociedade andrade gutierrez camargo correa ambos casos depoentes mencionaram nome adhemar ribeiro adhemar irmao lu mulher alckmin faz nexo atribuir risco naufragio candidato nuvens delatores colocaram sobre embarcacao fingir cunhado conves trovoes odebrecht ccr espantam menos fato alckmin ter brindado adhemar raio parta caso odebrecht cunhado apontado intermediario alckmin recebimento parte r 10 3 milhoes provenientes departamento propinas empreiteira investigacao ccr adhemar mencionado coletor algo r 5 milhoes nome alckmin soou delacoes menos dois executivos odebrecht benedicto junior chefe departamento operacoes estruturadas eufemismo setor propinas contou empreiteira repassou dinheiro ma origem campanhas alckmin 2010 2014 executivo carlos armando paschoal declarou campanha 2010 r 2 milhoes entregues cunhado passei contactar adhemar ribeiro definia locais entrega recursos entregas preponderantemente feitas escritorio pode acusar odebrecht muita coisa impossivel deixar admirar organizacao pagamento propinas politicos cabia divisao empresa criada exclusivamente fim setor operacoes estruturadas departamento proprias instalacoes proprio corpo funcionarios desgracadamente alckmin proprios arquivos desconhecido grau sofisticacao caixa paralela concessionaria ccr ponto revelacoes representantes coincidem delacoes odebrecht coletas adhemar ribeiro sao associadas campanha alckmin 2010 diz continua disposto prestar todos esclarecimentos simultaneamente sonega explicacoes sobre irmao mulher presidenciavel tucano fundo pedindo plateia faca finja bobo bem melhor candidatura oligarquia tucana pode oferecer brasil cada minuto adhemar permanece cena boa explicacao problema aumenta estagio atual alckmin lado cunhado elefante tucanato combinado nada aconteceu resto campanha alckmin vivera experiencia surreal elefante conves ninguem comenta alguns promotores distraidos esbarram tromba animal alckmin tucanato convencionaram elefante la tromba alcada justica eleitoral lava jato promotoria paulista problema certos espetaculos politicos eleitor bem ensaiado papel bobo'
'pt quer justica libere lula debates','josias souza','21/05/2018','o pt estuda hipotese requerer autorizacao judicial lula participe debates demais presidenciaveis alega prisao suspendeu direitos politicos condenado sustenta resto priva lo participar embates rivais violaria principio isonomia lei ficha limpa preve condenados orgaos colegiados tornam inelegiveis permite tribunal superior eleitoral negue eventual pedido registro candidatura lula pois sentenciado trf 4 12 anos 1 mes cadeia caso triplex guaruja petismo argumenta contudo lula pode retirado disputa presidencial enquanto possibilidade recorrer tribunais superiores contra condenacao nessa versao contestada ministros tse lula so ficha suja sentenca transitar julgado decisao final irrecorrivel supremo tribunal federal tse indeferiu carater liminar pedido pt obrigar uol folha sbt incluir representante partido ciclo sabatinas presidenciaveis agora partido cogita ir alem reivindicando participacao proprio lula embates eleitorais analisa conveniencia protocolar pedido justica comum eleitoral decidida tratar hipotetica candidatura lula fato consumado cupula pt realizara nesta semana reuniao estruturar campanha'
'renan preve meirelles candidato','josias souza','23/05/2018','essa candidatura meirelles vai passar pre conta maldades governo fazendo pobres renan calheiros renancalheiros serpentario mdb candidatura henrique meirelles planalto vista iniciativa natimorta personagem dispoe dois meses demonstrar alguma viabilidade eleitoral aliados ruminam muitas duvidas adversarios cultivam certeza nome ex ministro fazenda avalizado convencao nacional partido senador alagoano renan calheiros tenta reeleicao escorado lula inaugurou coro anti meirelles presidente republica 1 pesquisas anunciou retirada candidatura colocou lugar ex ministro fazenda levou pais situacao disse renan microfone plenario senado acredito pmdb homologue candidatura porque candidatura meirelles vai rebaixar pmdb todos estados pre candidatura vai passar pre maldades longo desses meses conseguido fazer povo brasileiro discursar evento declarou apoio meirelles michel temer mostrou porta saida descontentes gabamos sermos partido democratico tudo bem conseguimos unidade absoluta aproveitar campanha eleitoral mostrar unidade vamos parar historia apoio meirelles dizer ah apoio meirelles saia partido ter unidade absoluta podemos contemporizar povo brasileiro atento renan deu ombros queixou efeitos radioatividade governo temer sobre partido segundo deixaram mdb sete senadores 15 deputados federais meirelles logo dara conta prever resultado convencao partido quase tao dificil quanto antecipar comportamento pib'
'pt lanca lula domingo analisa conveniencia definir nome vice','josias souza','23/05/2018','a senadora gleisi hoffmann presidente pt toma ultimas providencias desligar tomada ala partido defende alianca ciro gomes seguindo ordens expressas lula gleisi convocou todos diretorios municipais partido realizar proximo domingo dia 27 atos lancamento hipotetica candidatura presidencial lula resto discute internamente conveniencia antecipar divulgacao nome candidato vice nesta quarta feira gleisi fernando haddad escalado lula coordenar elaboracao programa governo reunem governadores petistas discutir proximos lances campanha planeja estruturar nucleo coordenacao ideia dar ares fato consumado candidatura lula espantando debate sobre nesse contexto escolha vice pode fato importante produzido petismo nesta fase pre campanha barato tribunal superior eleitoral registro candidatura lula requerido agosto impugnado base lei ficha limpa forcara pt indicar outro candidato logico lula entregasse potencial substituto desde logo titulo numero dois chapa preso desde 7 abril lula manteve topo pesquisas acordo datafolha tambem preservou condicao bom transmissor votos nada menos 30 eleitores afirmaram votariam nome indicado paje pt dai relevancia vice normalmente posicao costuma oferecida partido aliado pt perspectiva firmar aliancas ora nome parece desfrutar preferencia lula fernando haddad'
'rivais poder psdb pt juntam xadrez','josias souza','23/05/2018','o psdb enviado finalmente cadeia ficara preso junto ex presidente nacional partido eduardo azeredo transformado tribunal justica minas gerais corrupto segunda instancia psdb poderia ter concedido si habeas corpus preventivo livrado filiado toxico quanto oportunidade proteger azeredo transformou desmoralizacao politico processo apodrecimento partidario mandar azeredo xadrez justica atenua distorcao seletividade pode reclamar poucos tucanos cana logo podera dizer nenhum tucano atras grades fila grande nela aguardam veredictos aecio neves jose serra aloysio nunes geraldo alckkmin exige fila continue andar psdb sempre acusou pt mimar corruptos pt sempre acusou psdb blindar corruptos mal pecados investigacoes vao demonstrando dois lados razao historia ofereceu partidos revezaram poder duas decadas inumeras oportunidades unir preferiram aliar havia pior politica comprando apoio congressual tucanos petistas acabaram juntando marra encontraram primeiro lama agora comecam juntar cadeia'
